Date,Open,High,Low,Close,Volume,T.Change,T.Direction
2020-01-02,59.6875,59.977500915527344,59.18000030517578,59.74123764038086,23753600,-0.016005816303080733,DOWN
2020-01-03,58.775001525878906,59.45750045776367,58.525001525878906,58.785030364990234,20538400,0.004193406900896424,UP
2020-01-06,58.08000183105469,59.317501068115234,57.817501068115234,59.03153991699219,26263600,0.01210680822014476,UP
2020-01-07,59.54999923706055,60.442501068115234,59.09749984741211,59.74622344970703,31485600,0.0018755450254033246,UP
2020-01-08,59.939998626708984,60.5099983215332,59.537498474121094,59.858280181884766,27710800,0.010982577880276345,UP
2020-01-09,60.962501525878906,61.48249816894531,60.21500015258789,60.51567840576172,25511200,0.0053494044499491356,UP
2020-01-10,61.83250045776367,62.13750076293945,60.9375,60.83940124511719,31629600,0.031352304679182375,UP
2020-01-13,61.915000915527344,63.247501373291016,61.6875,62.746856689453125,31984000,-0.018652220307583955,DOWN
2020-01-14,62.564998626708984,62.81999969482422,61.6875,61.57648849487305,35908800,-0.006915291978822569,DOWN
2020-01-15,61.9474983215332,62.17250061035156,61.13249969482422,61.15066909790039,26310400,0.013682355287471193,UP
2020-01-16,61.93000030517578,62.29249954223633,61.69499969482422,61.98735427856445,28419200,0.0014061257951190065,UP
2020-01-17,62.42499923706055,62.5,61.842498779296875,62.07451629638672,25379200,-0.005375523384230418,DOWN
2020-01-21,61.95249938964844,62.3224983215332,61.64250183105469,61.7408332824707,21791600,0.00875212210524201,UP
2020-01-22,62.439998626708984,63.397499084472656,62.25,62.28119659423828,23924000,0.0109952799847024,UP
2020-01-23,62.93000030517578,63.29999923706055,62.037498474121094,62.96599578857422,24451600,-0.009412426562256382,DOWN
2020-01-24,64.375,64.875,62.07500076293945,62.37333297729492,37351200,-0.04104112368848123,DOWN
2020-01-27,59.560001373291016,60.5625,58.057498931884766,59.81346130371094,47053600,0.032347921585434536,UP
2020-01-28,60.712501525878906,62.317501068115234,60.1775016784668,61.7483024597168,31097600,-0.00979962435164583,DOWN
2020-01-29,61.84749984741211,62.209999084472656,60.98500061035156,61.143192291259766,25884800,0.0010996161107579283,UP
2020-01-30,60.40250015258789,61.587501525878906,59.849998474121094,61.210426330566406,29050400,-0.03815948277527548,DOWN
2020-01-31,60.99250030517578,61.11249923706055,58.6875,58.87466812133789,37042000,0.016495329909513856,UP
2020-02-03,58.92499923706055,60.27750015258789,58.86249923706055,59.8458251953125,25556400,0.028294471063136317,UP
2020-02-04,61.50749969482422,61.974998474121094,61.005001068115234,61.53913116455078,27154400,0.014688589480585046,UP
2020-02-05,62.997501373291016,63.099998474121094,61.852500915527344,62.44305419921875,20822000,0.013917710179294218,UP
2020-02-06,63.03499984741211,63.5625,62.220001220703125,63.31211853027344,21828400,-0.010462199790177595,DOWN
2020-02-07,63.15999984741211,63.38249969482422,62.64250183105469,62.64973449707031,18975200,0.04523233279255523,UP
2020-02-10,63.125,65.75,63.07500076293945,65.48352813720703,52960800,0.01870953437685441,UP
2020-02-11,66.83000183105469,68.125,66.2074966430664,66.70869445800781,63855600,0.017357869867041575,UP
2020-02-12,67.50250244140625,68.19999694824219,67.11250305175781,67.86661529541016,37464400,-0.00645782270030637,DOWN
2020-02-13,67.55249786376953,68.37000274658203,67.27749633789062,67.4283447265625,52801600,0.07020448591802997,UP
2020-02-14,71.81500244140625,73.74250030517578,71.5,72.16211700439453,104192400,0.023396264476367223,UP
2020-02-18,71.41000366210938,74.32749938964844,71.21499633789062,73.8504409790039,62016400,0.061132211917177326,UP
